[addition] 7 + 59 | 66
[copying] FZE | FZEFZE
[addition] 63 + 76 | 139
[sorting] 0 1 6 8 0 1 0 4 2 3 8 1 | 0 0 0 1 1 1 2 3 4 6 8 8
[reversing] 8 3 1 | 1 3 8
[sorting] 2 4 7 3 4 6 0 9 5 4 | 0 2 3 4 4 4 5 6 7 9
[addition] 3 + 73 | 76
[copying] KUXZ | KUXZKUXZ
[relations] E988 is parent of E389. E389 is parent of E989. Who is the ancestor 2 of E989? | E988
[addition] 72 + 524 | 596
[addition] 41 + 0 | 41
[sorting] 1 6 5 6 5 1 5 3 | 1 1 3 5 5 5 6 6
[relations] E741 is parent of E307. E307 is parent of E47. Who is the ancestor 2 of E47? | E741
[sorting] 2 1 3 0 9 3 | 0 1 2 3 3 9
[relations] E799 is parent of E690. Who is the ancestor 1 of E690? | E799
[relations] E994 is parent of E868. E868 is parent of E251. Who is the ancestor 2 of E251? | E994
[copying] IUN | IUNIUNIUNIUN
[reversing] 9 8 9 5 7 0 5 | 5 0 7 5 9 8 9
[relations] E16 is parent of E773. Who is the ancestor 1 of E773? | E16
[reversing] 4 8 6 2 4 8 4 4 5 0 5 4 | 4 5 0 5 4 4 8 4 2 6 8 4
[relations] E912 is parent of E6. E6 is parent of E325. Who is the ancestor 2 of E325? | E912
[copying] MYYJ | MYYJMYYJ
[relations] E512 is parent of E675. E675 is parent of E694. Who is the ancestor 2 of E694? | E512
[sorting] 8 6 6 5 4 2 8 0 7 | 0 2 4 5 6 6 7 8 8
[copying] NWR | NWRNWR
[relations] E501 is parent of E729. E729 is parent of E161. Who is the ancestor 2 of E161? | E501
[sorting] 6 6 8 5 6 1 5 6 9 | 1 5 5 6 6 6 6 8 9
[relations] E294 is parent of E837. E837 is parent of E933. Who is the ancestor 2 of E933? | E294
[reversing] 3 6 1 9 2 | 2 9 1 6 3
[copying] IZ | IZIZIZIZ
[relations] E972 is parent of E337. Who is the ancestor 1 of E337? | E972
[relations] E101 is parent of E319. E319 is parent of E33. Who is the ancestor 2 of E33? | E101
[copying] ZYM | ZYMZYMZYMZYM
[sorting] 5 6 8 9 5 5 9 8 | 5 5 5 6 8 8 9 9
[reversing] 6 6 7 7 9 | 9 7 7 6 6
[copying] QSU | QSUQSUQSU
[sorting] 8 2 4 4 | 2 4 4 8
[relations] E803 is parent of E181. Who is the ancestor 1 of E181? | E803
[copying] FEDOQK | FEDOQKFEDOQKFEDOQKFEDOQK
[sorting] 5 1 4 5 3 0 6 | 0 1 3 4 5 5 6
[addition] 6 + 6 | 12
[relations] E85 is parent of E768. Who is the ancestor 1 of E768? | E85
[sorting] 8 6 6 5 4 2 8 0 7 | 0 2 4 5 6 6 7 8 8
[copying] TFGA | TFGATFGATFGATFGA
[addition] 75 + 24 | 99
[sorting] 3 3 6 5 7 7 2 3 1 9 | 1 2 3 3 3 5 6 7 7 9
[sorting] 4 4 2 8 5 5 7 8 0 1 1 4 | 0 1 1 2 4 4 4 5 5 7 8 8
[copying] WELG | WELGWELG
[addition] 90 + 69 | 159
[addition] 65 + 146 | 211
[reversing] 9 5 3 1 4 6 0 | 0 6 4 1 3 5 9
[copying] BE | BEBEBEBE
[addition] 0 + 2 | 2
[reversing] 9 0 3 2 5 3 6 | 6 3 5 2 3 0 9
[copying] CE | CECE
[sorting] 3 6 6 8 2 0 0 2 | 0 0 2 2 3 6 6 8
[reversing] 3 0 4 6 7 | 7 6 4 0 3
[copying] CY | CYCY
[copying] JT | JTJTJT
[addition] 9 + 98 | 107
[copying] PWSA | PWSAPWSAPWSA
[addition] 62 + 209 | 271
[copying] RO | RORORO
[addition] 6 + 77 | 83
[copying] DEEVXY | DEEVXYDEEVXY
[sorting] 4 6 9 6 2 | 2 4 6 6 9
[relations] E294 is parent of E837. E837 is parent of E933. Who is the ancestor 2 of E933? | E294
[sorting] 5 1 2 3 7 1 7 2 7 7 | 1 1 2 2 3 5 7 7 7 7
[relations] E316 is parent of E486. E486 is parent of E411. Who is the ancestor 2 of E411? | E316
[sorting] 4 3 0 1 6 9 3 | 0 1 3 3 4 6 9
[sorting] 5 9 1 3 | 1 3 5 9
[sorting] 3 2 2 4 3 8 3 3 | 2 2 3 3 3 3 4 8
[sorting] 9 3 4 1 6 7 | 1 3 4 6 7 9
[addition] 3 + 5 | 8
[copying] OJHQGR | OJHQGROJHQGR
[copying] SQPQG | SQPQGSQPQGSQPQG
[reversing] 7 5 0 | 0 5 7
[addition] 91 + 8 | 99
[addition] 10 + 0 | 10
[sorting] 3 8 4 8 | 3 4 8 8
[copying] YKMVMB | YKMVMBYKMVMB
[relations] E650 is parent of E156. E156 is parent of E421. Who is the ancestor 2 of E421? | E650
[addition] 571 + 23 | 594
[relations] E275 is parent of E817. Who is the ancestor 1 of E817? | E275
[copying] PL | PLPLPLPL
[reversing] 4 0 8 9 9 6 9 2 7 1 | 1 7 2 9 6 9 9 8 0 4
[sorting] 8 8 0 4 7 3 0 3 0 | 0 0 0 3 3 4 7 8 8
[reversing] 1 7 5 0 8 8 9 7 7 | 7 7 9 8 8 0 5 7 1
[reversing] 6 3 9 4 6 5 1 6 7 4 4 4 | 4 4 4 7 6 1 5 6 4 9 3 6
[sorting] 1 7 7 8 7 7 | 1 7 7 7 7 8
[sorting] 8 2 4 4 | 2 4 4 8
[relations] E412 is parent of E136. E136 is parent of E447. Who is the ancestor 2 of E447? | E412
[addition] 6 + 7 | 13
[addition] 5 + 8 | 13
[sorting] 5 5 7 7 6 4 7 7 1 7 3 8 | 1 3 4 5 5 6 7 7 7 7 7 8
[sorting] 2 7 2 7 5 0 3 6 0 0 7 4 | 0 0 0 2 2 3 4 5 6 7 7 7
[reversing] 6 8 8 9 3 9 4 8 7 9 1 | 1 9 7 8 4 9 3 9 8 8 6
[copying] DBSJK | DBSJKDBSJKDBSJKDBSJK
[sorting] 5 1 3 9 6 5 2 5 3 3 | 1 2 3 3 3 5 5 5 6 9
[reversing] 8 8 2 5 6 4 9 7 2 0 | 0 2 7 9 4 6 5 2 8 8
[sorting] 5 8 6 6 2 1 4 8 0 4 9 | 0 1 2 4 4 5 6 6 8 8 9
[addition] 4 + 0 | 4
[copying] FZMLLS | FZMLLSFZMLLSFZMLLSFZMLLS
[reversing] 5 2 8 9 4 2 | 2 4 9 8 2 5
[copying] BPBIIR | BPBIIRBPBIIRBPBIIRBPBIIR
[addition] 42 + 130 | 172
[sorting] 3 3 8 7 7 0 9 0 9 3 2 | 0 0 2 3 3 3 7 7 8 9 9
[copying] HRNZX | HRNZXHRNZXHRNZXHRNZX
[copying] RZ | RZRZ
[sorting] 5 2 6 7 9 7 8 3 0 7 | 0 2 3 5 6 7 7 7 8 9
[relations] E162 is parent of E629. Who is the ancestor 1 of E629? | E162
[reversing] 0 9 4 1 5 | 5 1 4 9 0
[copying] KQL | KQLKQLKQLKQL
[reversing] 0 4 9 9 2 | 2 9 9 4 0
[sorting] 3 9 4 7 7 | 3 4 7 7 9
[copying] ISQ | ISQISQISQ
[addition] 0 + 8 | 8
[reversing] 9 5 9 8 4 9 0 9 0 2 7 | 7 2 0 9 0 9 4 8 9 5 9
[copying] YHGJ | YHGJYHGJ
[relations] E973 is parent of E434. E434 is parent of E756. Who is the ancestor 2 of E756? | E973
[sorting] 5 3 4 4 2 | 2 3 4 4 5
[copying] BFPWRB | BFPWRBBFPWRBBFPWRBBFPWRB
[copying] AFYNN | AFYNNAFYNN
[sorting] 4 6 1 9 2 | 1 2 4 6 9
[addition] 23 + 2 | 25
[relations] E248 is parent of E568. E568 is parent of E254. Who is the ancestor 2 of E254? | E248
[reversing] 3 2 9 5 4 0 1 4 | 4 1 0 4 5 9 2 3
[relations] E753 is parent of E847. Who is the ancestor 1 of E847? | E753
[relations] E919 is parent of E204. Who is the ancestor 1 of E204? | E919
[reversing] 9 1 4 0 3 7 4 9 1 5 | 5 1 9 4 7 3 0 4 1 9
[reversing] 0 5 6 | 6 5 0
[relations] E810 is parent of E38. E38 is parent of E777. Who is the ancestor 2 of E777? | E810
[addition] 448 + 1 | 449
[addition] 60 + 92 | 152
[addition] 682 + 64 | 746
[copying] MPT | MPTMPT
[copying] JQS | JQSJQS
[sorting] 6 8 6 0 4 7 3 1 5 5 0 2 | 0 0 1 2 3 4 5 5 6 6 7 8
[relations] E312 is parent of E55. Who is the ancestor 1 of E55? | E312
[copying] HNJL | HNJLHNJLHNJL
[sorting] 0 4 1 6 1 2 | 0 1 1 2 4 6
[addition] 12 + 59 | 71
[addition] 24 + 5 | 29
[reversing] 7 6 2 2 1 1 | 1 1 2 2 6 7
[addition] 9 + 9 | 18
[relations] E834 is parent of E533. Who is the ancestor 1 of E533? | E834
[copying] JNOOL | JNOOLJNOOLJNOOL
[sorting] 8 8 5 3 8 8 1 3 2 6 4 | 1 2 3 3 4 5 6 8 8 8 8
[reversing] 6 0 2 0 8 3 | 3 8 0 2 0 6
[relations] E616 is parent of E95. Who is the ancestor 1 of E95? | E616
[sorting] 4 7 4 0 5 3 9 8 5 1 4 1 | 0 1 1 3 4 4 4 5 5 7 8 9
[reversing] 7 7 0 0 5 8 1 7 9 6 5 3 | 3 5 6 9 7 1 8 5 0 0 7 7
[sorting] 0 3 7 9 1 8 8 5 6 | 0 1 3 5 6 7 8 8 9
[reversing] 2 6 2 9 6 4 5 5 0 | 0 5 5 4 6 9 2 6 2
[addition] 83 + 2 | 85
[sorting] 1 8 8 8 1 7 7 8 4 0 1 2 | 0 1 1 1 2 4 7 7 8 8 8 8
[sorting] 8 1 2 3 | 1 2 3 8
[relations] E385 is parent of E220. E220 is parent of E643. Who is the ancestor 2 of E643? | E385
[relations] E377 is parent of E523. E523 is parent of E808. Who is the ancestor 2 of E808? | E377
[copying] EBWSJW | EBWSJWEBWSJW
[copying] COQPIQ | COQPIQCOQPIQCOQPIQ
[relations] E968 is parent of E728. Who is the ancestor 1 of E728? | E968
[sorting] 6 0 1 9 7 5 | 0 1 5 6 7 9
[reversing] 2 4 2 7 7 6 0 | 0 6 7 7 2 4 2
[addition] 5 + 2 | 7
[copying] CAR | CARCARCAR
[sorting] 7 7 0 6 2 4 1 | 0 1 2 4 6 7 7
[copying] OY | OYOYOYOY
[relations] E303 is parent of E537. E537 is parent of E8. Who is the ancestor 2 of E8? | E303
[addition] 794 + 0 | 794
[relations] E488 is parent of E150. Who is the ancestor 1 of E150? | E488
[addition] 496 + 2 | 498
[addition] 201 + 8 | 209
[addition] 176 + 5 | 181
[reversing] 8 3 2 | 2 3 8
[sorting] 7 0 9 7 0 6 9 6 2 8 | 0 0 2 6 6 7 7 8 9 9
[addition] 2 + 1 | 3
[sorting] 5 4 8 5 | 4 5 5 8
[copying] AWCRG | AWCRGAWCRG
[copying] BY | BYBY
[addition] 9 + 1 | 10
[relations] E49 is parent of E201. E201 is parent of E806. Who is the ancestor 2 of E806? | E49
[reversing] 2 9 4 3 2 7 9 7 1 8 6 | 6 8 1 7 9 7 2 3 4 9 2
[reversing] 8 5 3 8 6 | 6 8 3 5 8
[copying] XPQB | XPQBXPQBXPQB
[copying] AXCOCF | AXCOCFAXCOCF
[relations] E622 is parent of E57. Who is the ancestor 1 of E57? | E622
[addition] 4 + 71 | 75
[relations] E291 is parent of E300. E300 is parent of E526. Who is the ancestor 2 of E526? | E291
[addition] 65 + 42 | 107
[relations] E945 is parent of E808. Who is the ancestor 1 of E808? | E945
[copying] FRGFEZ | FRGFEZFRGFEZFRGFEZFRGFEZ
[copying] ERU | ERUERUERU
[reversing] 8 9 2 0 8 1 3 0 5 3 5 5 | 5 5 3 5 0 3 1 8 0 2 9 8
[copying] HGWJIO | HGWJIOHGWJIOHGWJIOHGWJIO
[copying] QTKY | QTKYQTKY
[addition] 8 + 236 | 244
[addition] 1 + 2 | 3
[copying] VPNB | VPNBVPNBVPNB
[relations] E562 is parent of E203. Who is the ancestor 1 of E203? | E562
[sorting] 2 2 0 3 5 6 6 9 6 2 | 0 2 2 2 3 5 6 6 6 9
[copying] DCLYQH | DCLYQHDCLYQH
[copying] YRJI | YRJIYRJI
[addition] 79 + 16 | 95
[sorting] 9 7 7 3 1 5 8 0 6 | 0 1 3 5 6 7 7 8 9
[relations] E973 is parent of E434. E434 is parent of E756. Who is the ancestor 2 of E756? | E973
[sorting] 8 8 5 7 5 5 | 5 5 5 7 8 8
[sorting] 9 4 2 4 3 9 8 0 2 | 0 2 2 3 4 4 8 9 9
[relations] E722 is parent of E262. Who is the ancestor 1 of E262? | E722
[sorting] 4 8 1 2 | 1 2 4 8
[copying] YVJ | YVJYVJ
[sorting] 9 4 6 0 7 2 2 4 9 0 | 0 0 2 2 4 4 6 7 9 9
[sorting] 9 7 6 9 | 6 7 9 9
[addition] 439 + 1 | 440
[reversing] 6 3 1 9 2 | 2 9 1 3 6
[reversing] 6 4 7 7 3 1 3 8 0 0 0 | 0 0 0 8 3 1 3 7 7 4 6
[copying] SYAUY | SYAUYSYAUYSYAUY
[relations] E802 is parent of E302. E302 is parent of E839. Who is the ancestor 2 of E839? | E802
[reversing] 9 6 9 4 6 5 6 | 6 5 6 4 9 6 9
[addition] 523 + 710 | 1233
[addition] 12 + 31 | 43
[addition] 3 + 4 | 7
[sorting] 2 2 4 3 2 9 4 | 2 2 2 3 4 4 9
[copying] JRGSW | JRGSWJRGSW
[addition] 3 + 3 | 6
[addition] 644 + 77 | 721
[sorting] 3 6 2 8 | 2 3 6 8
[addition] 393 + 439 | 832
[sorting] 1 3 4 3 2 1 3 4 8 | 1 1 2 3 3 3 4 4 8
[reversing] 3 6 1 9 2 | 2 9 1 6 3
[copying] VSLGP | VSLGPVSLGP
[reversing] 3 2 9 1 | 1 9 2 3
[relations] E970 is parent of E861. E861 is parent of E423. Who is the ancestor 2 of E423? | E970
[relations] E387 is parent of E859. Who is the ancestor 1 of E859? | E387
[addition] 6 + 8 | 14
[addition] 879 + 7 | 886
[reversing] 4 4 5 0 8 | 8 0 5 4 4
[relations] E321 is parent of E522. E522 is parent of E424. Who is the ancestor 2 of E424? | E321
[addition] 65 + 146 | 211
[reversing] 0 7 9 3 9 4 2 1 0 8 8 5 | 5 8 8 0 1 2 4 9 3 9 7 0
[relations] E511 is parent of E45. E45 is parent of E597. Who is the ancestor 2 of E597? | E511
[addition] 2 + 1 | 3
[sorting] 9 4 9 6 5 | 4 5 6 9 9
[sorting] 8 1 8 6 7 7 5 2 8 | 1 2 5 6 7 7 8 8 8
[sorting] 0 4 0 8 2 | 0 0 2 4 8
[copying] MPZ | MPZMPZMPZ
[relations] E912 is parent of E214. Who is the ancestor 1 of E214? | E912
[reversing] 4 1 6 5 5 1 | 1 5 5 6 1 4
[addition] 366 + 833 | 1199
[reversing] 9 4 9 4 0 1 6 0 1 4 | 4 1 0 6 1 0 4 9 4 9
[reversing] 3 1 6 7 9 1 8 | 8 1 9 7 6 1 3
[addition] 1 + 24 | 25
[copying] QHPSAC | QHPSACQHPSAC
[sorting] 0 9 1 2 8 4 8 2 6 4 | 0 1 2 2 4 4 6 8 8 9
[relations] E749 is parent of E67. Who is the ancestor 1 of E67? | E749
[sorting] 0 2 1 7 5 7 4 9 6 1 6 | 0 1 1 2 4 5 6 6 7 7 9
[relations] E847 is parent of E879. Who is the ancestor 1 of E879? | E847
[reversing] 7 8 8 4 2 1 3 8 3 4 | 4 3 8 3 1 2 4 8 8 7
[addition] 52 + 19 | 71
[copying] LUWQ | LUWQLUWQ
[addition] 63 + 76 | 139
[relations] E579 is parent of E134. Who is the ancestor 1 of E134? | E579
[reversing] 5 8 2 | 2 8 5
[reversing] 0 5 9 | 9 5 0
[addition] 40 + 990 | 1030
[reversing] 0 6 2 8 6 6 9 0 2 | 2 0 9 6 6 8 2 6 0
[copying] ZM | ZMZMZMZM
[sorting] 8 0 1 4 3 9 8 | 0 1 3 4 8 8 9
[relations] E116 is parent of E362. Who is the ancestor 1 of E362? | E116
[copying] NTEQEY | NTEQEYNTEQEY
[reversing] 3 9 2 0 2 6 1 2 7 8 6 | 6 8 7 2 1 6 2 0 2 9 3
[relations] E905 is parent of E781. E781 is parent of E345. Who is the ancestor 2 of E345? | E905
[sorting] 7 1 3 1 2 9 8 1 5 3 3 | 1 1 1 2 3 3 3 5 7 8 9
[relations] E326 is parent of E498. E498 is parent of E151. Who is the ancestor 2 of E151? | E326
[copying] FGIS | FGISFGISFGIS
[sorting] 4 3 8 9 0 2 9 8 7 | 0 2 3 4 7 8 8 9 9
[copying] CZPSZG | CZPSZGCZPSZG
[sorting] 8 1 7 8 9 0 6 7 6 | 0 1 6 6 7 7 8 8 9
[reversing] 4 5 8 6 2 5 6 6 1 3 2 | 2 3 1 6 6 5 2 6 8 5 4
[copying] UMKFPY | UMKFPYUMKFPYUMKFPY
[copying] OB | OBOBOBOB
[addition] 871 + 335 | 1206
[addition] 7 + 30 | 37
[sorting] 2 3 5 8 1 | 1 2 3 5 8
[copying] XPQB | XPQBXPQBXPQB
[reversing] 6 0 8 1 4 2 9 5 6 1 4 6 | 6 4 1 6 5 9 2 4 1 8 0 6
[copying] CU | CUCUCU
[copying] GR | GRGRGRGR
[addition] 179 + 8 | 187
[relations] E580 is parent of E106. Who is the ancestor 1 of E106? | E580
[reversing] 9 2 7 7 0 6 7 | 7 6 0 7 7 2 9
[reversing] 9 3 1 8 3 1 | 1 3 8 1 3 9
[reversing] 4 0 2 1 7 | 7 1 2 0 4
[sorting] 9 7 0 4 5 5 1 8 | 0 1 4 5 5 7 8 9
[addition] 0 + 8 | 8
[sorting] 0 5 3 7 | 0 3 5 7
[addition] 781 + 1 | 782
[reversing] 2 2 5 3 7 6 | 6 7 3 5 2 2
[relations] E885 is parent of E166. Who is the ancestor 1 of E166? | E885
[addition] 457 + 3 | 460
[reversing] 4 2 7 9 4 4 6 0 0 7 6 | 6 7 0 0 6 4 4 9 7 2 4
[relations] E715 is parent of E820. E820 is parent of E205. Who is the ancestor 2 of E205? | E715
[relations] E56 is parent of E181. E181 is parent of E958. Who is the ancestor 2 of E958? | E56
[addition] 176 + 5 | 181
[reversing] 8 5 2 | 2 5 8
[addition] 6 + 9 | 15
[addition] 65 + 146 | 211
[relations] E194 is parent of E695. E695 is parent of E486. Who is the ancestor 2 of E486? | E194
[relations] E490 is parent of E497. Who is the ancestor 1 of E497? | E490
[sorting] 6 9 1 8 4 6 5 7 8 | 1 4 5 6 6 7 8 8 9
[reversing] 8 5 4 0 1 9 1 5 0 | 0 5 1 9 1 0 4 5 8
[addition] 5 + 9 | 14
[relations] E109 is parent of E295. E295 is parent of E168. Who is the ancestor 2 of E168? | E109
[addition] 9 + 8 | 17
[sorting] 8 8 8 7 2 | 2 7 8 8 8
[reversing] 0 6 7 9 | 9 7 6 0
[reversing] 5 7 8 1 8 8 1 2 7 7 6 | 6 7 7 2 1 8 8 1 8 7 5
[relations] E995 is parent of E645. E645 is parent of E900. Who is the ancestor 2 of E900? | E995
[copying] EZ | EZEZEZEZ
[copying] COSQH | COSQHCOSQHCOSQH
[copying] SGGMFX | SGGMFXSGGMFX
[copying] ZS | ZSZS
[sorting] 3 9 6 9 9 7 | 3 6 7 9 9 9
[addition] 7 + 65 | 72
[reversing] 9 4 2 9 3 | 3 9 2 4 9
[relations] E296 is parent of E267. E267 is parent of E315. Who is the ancestor 2 of E315? | E296
[copying] GJOR | GJORGJORGJORGJOR
[addition] 4 + 9 | 13
[relations] E115 is parent of E432. Who is the ancestor 1 of E432? | E115
[relations] E710 is parent of E560. E560 is parent of E481. Who is the ancestor 2 of E481? | E710
[reversing] 8 1 1 3 4 5 6 9 6 1 2 | 2 1 6 9 6 5 4 3 1 1 8
[addition] 390 + 22 | 412
[relations] E95 is parent of E7. Who is the ancestor 1 of E7? | E95
[sorting] 1 9 1 9 4 1 7 4 | 1 1 1 4 4 7 9 9
[reversing] 0 5 9 8 8 9 8 7 9 | 9 7 8 9 8 8 9 5 0
[sorting] 7 8 0 6 9 9 1 8 3 1 | 0 1 1 3 6 7 8 8 9 9
[reversing] 6 8 4 2 7 0 6 4 5 0 3 7 | 7 3 0 5 4 6 0 7 2 4 8 6
[copying] GM | GMGM
[sorting] 9 3 9 3 | 3 3 9 9
[relations] E761 is parent of E403. Who is the ancestor 1 of E403? | E761
[addition] 4 + 818 | 822
[sorting] 2 1 3 0 9 3 | 0 1 2 3 3 9
[sorting] 3 8 7 9 7 3 9 | 3 3 7 7 8 9 9
[relations] E201 is parent of E917. Who is the ancestor 1 of E917? | E201
[reversing] 2 3 6 1 9 1 8 4 | 4 8 1 9 1 6 3 2
[sorting] 8 5 4 8 1 | 1 4 5 8 8
[addition] 873 + 5 | 878
[relations] E73 is parent of E962. E962 is parent of E722. Who is the ancestor 2 of E722? | E73
[addition] 9 + 88 | 97
[relations] E89 is parent of E890. Who is the ancestor 1 of E890? | E89
[reversing] 7 3 5 | 5 3 7
[copying] QW | QWQWQWQW
[addition] 6 + 2 | 8
[addition] 1 + 24 | 25
[sorting] 6 0 7 6 9 8 4 9 | 0 4 6 6 7 8 9 9
[reversing] 3 8 3 | 3 8 3
[sorting] 6 4 4 1 3 | 1 3 4 4 6
[sorting] 7 4 1 0 8 | 0 1 4 7 8
[addition] 2 + 773 | 775
[reversing] 6 2 7 6 5 3 2 0 8 3 7 | 7 3 8 0 2 3 5 6 7 2 6
[addition] 285 + 140 | 425
[addition] 16 + 14 | 30
[copying] ODTVNS | ODTVNSODTVNSODTVNSODTVNS
[reversing] 8 0 4 4 8 2 7 8 5 | 5 8 7 2 8 4 4 0 8
[addition] 195 + 0 | 195
[copying] PL | PLPLPLPL
[addition] 26 + 3 | 29
[sorting] 7 5 7 5 1 6 9 3 9 | 1 3 5 5 6 7 7 9 9
[addition] 8 + 236 | 244
[sorting] 4 0 4 5 4 7 0 | 0 0 4 4 4 5 7
[reversing] 4 0 3 8 3 4 5 9 3 | 3 9 5 4 3 8 3 0 4
[relations] E971 is parent of E428. Who is the ancestor 1 of E428? | E971
[reversing] 1 7 1 1 2 8 5 | 5 8 2 1 1 7 1
[addition] 651 + 70 | 721
[relations] E905 is parent of E781. E781 is parent of E345. Who is the ancestor 2 of E345? | E905
[relations] E994 is parent of E868. E868 is parent of E251. Who is the ancestor 2 of E251? | E994
[relations] E579 is parent of E134. Who is the ancestor 1 of E134? | E579
[sorting] 6 5 3 6 5 3 | 3 3 5 5 6 6
[copying] CJLQP | CJLQPCJLQPCJLQPCJLQP
[addition] 37 + 4 | 41
[relations] E574 is parent of E411. E411 is parent of E171. Who is the ancestor 2 of E171? | E574
[copying] ERZ | ERZERZERZERZ
[relations] E270 is parent of E840. Who is the ancestor 1 of E840? | E270
[relations] E71 is parent of E419. E419 is parent of E9. Who is the ancestor 2 of E9? | E71
[relations] E822 is parent of E197. E197 is parent of E903. Who is the ancestor 2 of E903? | E822
[relations] E797 is parent of E895. Who is the ancestor 1 of E895? | E797
[copying] HJ | HJHJ
[addition] 1 + 39 | 40
[copying] KGMN | KGMNKGMNKGMN
[relations] E452 is parent of E611. Who is the ancestor 1 of E611? | E452
[sorting] 8 4 0 6 6 | 0 4 6 6 8
[copying] XFWPLE | XFWPLEXFWPLE
[reversing] 6 6 6 6 1 5 | 5 1 6 6 6 6
[sorting] 6 9 2 7 7 3 9 2 | 2 2 3 6 7 7 9 9
[copying] YKMVMB | YKMVMBYKMVMB
[addition] 161 + 27 | 188
[relations] E452 is parent of E611. Who is the ancestor 1 of E611? | E452
[reversing] 8 8 9 2 | 2 9 8 8
[addition] 8 + 4 | 12
[addition] 401 + 148 | 549
[copying] BNQPON | BNQPONBNQPON
[addition] 60 + 92 | 152
[sorting] 7 2 5 3 8 9 6 3 | 2 3 3 5 6 7 8 9
[copying] COQ | COQCOQCOQCOQ
[relations] E510 is parent of E908. E908 is parent of E894. Who is the ancestor 2 of E894? | E510
[addition] 0 + 8 | 8
[addition] 380 + 289 | 669
[addition] 47 + 59 | 106
[copying] LHIDVV | LHIDVVLHIDVV
[reversing] 7 8 2 9 | 9 2 8 7
[sorting] 8 4 1 5 3 8 9 6 3 | 1 3 3 4 5 6 8 8 9
[copying] TF | TFTFTFTF
[reversing] 4 5 0 | 0 5 4
[relations] E392 is parent of E555. Who is the ancestor 1 of E555? | E392
[reversing] 8 1 2 0 8 1 8 7 | 7 8 1 8 0 2 1 8
[addition] 536 + 4 | 540
[sorting] 4 6 0 5 6 8 4 2 3 3 6 9 | 0 2 3 3 4 4 5 6 6 6 8 9
[reversing] 0 2 3 | 3 2 0
[addition] 15 + 43 | 58
[copying] TYJUZS | TYJUZSTYJUZSTYJUZSTYJUZS
[relations] E222 is parent of E24. Who is the ancestor 1 of E24? | E222
[reversing] 7 4 6 6 9 8 3 | 3 8 9 6 6 4 7
[copying] COSQH | COSQHCOSQHCOSQH
[relations] E472 is parent of E497. Who is the ancestor 1 of E497? | E472
[sorting] 3 5 5 8 5 | 3 5 5 5 8
[sorting] 7 7 6 4 0 | 0 4 6 7 7
[reversing] 5 3 6 4 3 1 8 7 7 8 0 9 | 9 0 8 7 7 8 1 3 4 6 3 5
[relations] E74 is parent of E191. E191 is parent of E413. Who is the ancestor 2 of E413? | E74
[sorting] 2 0 1 1 7 2 8 6 | 0 1 1 2 2 6 7 8
[addition] 0 + 0 | 0
[addition] 3 + 7 | 10
[relations] E729 is parent of E404. Who is the ancestor 1 of E404? | E729
[sorting] 2 7 3 1 2 4 3 3 3 | 1 2 2 3 3 3 3 4 7
[sorting] 6 0 3 2 7 4 | 0 2 3 4 6 7
[sorting] 3 4 6 4 0 2 | 0 2 3 4 4 6
[reversing] 9 9 4 0 3 | 3 0 4 9 9
[copying] JOXXE | JOXXEJOXXEJOXXE
[reversing] 6 1 9 7 3 8 0 7 4 9 | 9 4 7 0 8 3 7 9 1 6
[sorting] 1 7 4 7 4 2 6 | 1 2 4 4 6 7 7
[copying] FU | FUFUFU
[copying] NZWLHR | NZWLHRNZWLHRNZWLHR
[reversing] 6 8 7 3 2 | 2 3 7 8 6
[reversing] 7 6 0 1 6 8 7 | 7 8 6 1 0 6 7
[addition] 212 + 49 | 261
[copying] ZARJ | ZARJZARJ
[copying] MGSA | MGSAMGSAMGSAMGSA
[copying] HNJL | HNJLHNJLHNJL
[reversing] 6 0 6 1 2 | 2 1 6 0 6
[relations] E73 is parent of E962. E962 is parent of E722. Who is the ancestor 2 of E722? | E73
[sorting] 1 1 1 1 1 1 8 4 4 | 1 1 1 1 1 1 4 4 8
[sorting] 1 7 4 7 4 2 6 | 1 2 4 4 6 7 7
[copying] ELQEF | ELQEFELQEFELQEFELQEF
[relations] E162 is parent of E629. Who is the ancestor 1 of E629? | E162
[copying] RZ | RZRZRZRZ
[reversing] 0 8 0 | 0 8 0
[sorting] 5 3 9 7 5 7 2 6 0 0 9 | 0 0 2 3 5 5 6 7 7 9 9
[relations] E459 is parent of E944. E944 is parent of E936. Who is the ancestor 2 of E936? | E459
[addition] 48 + 9 | 57
[sorting] 2 8 1 9 5 8 8 8 | 1 2 5 8 8 8 8 9
[sorting] 2 9 1 2 9 | 1 2 2 9 9
[reversing] 8 6 3 0 1 5 2 5 | 5 2 5 1 0 3 6 8
[sorting] 1 4 4 1 | 1 1 4 4
[reversing] 0 4 1 | 1 4 0
[sorting] 3 4 4 9 7 9 8 5 9 4 2 | 2 3 4 4 4 5 7 8 9 9 9
[reversing] 3 7 2 7 2 6 4 4 8 7 | 7 8 4 4 6 2 7 2 7 3
[sorting] 6 4 9 2 6 4 9 6 7 6 | 2 4 4 6 6 6 6 7 9 9
[sorting] 8 8 5 7 5 5 | 5 5 5 7 8 8
[addition] 4 + 825 | 829
[addition] 6 + 852 | 858
[addition] 494 + 3 | 497
[reversing] 9 7 2 4 4 0 | 0 4 4 2 7 9
[reversing] 2 1 2 9 2 4 2 | 2 4 2 9 2 1 2
