[addition] 22468 + 38614 | 61082
[reversing] 0 4 7 1 7 5 6 9 9 7 1 | 1 7 9 9 6 5 7 1 7 4 0
[relations] E154 is parent of E529. E529 is parent of E211. Who is the ancestor 2 of E211? | E154
[reversing] 5 1 7 9 8 8 4 0 8 0 1 2 | 2 1 0 8 0 4 8 8 9 7 1 5
[relations] E237 is parent of E293. E293 is parent of E342. Who is the ancestor 2 of E342? | E237
[copying] PMV | PMVPMV
[addition] 6 + 341 | 347
[relations] E410 is parent of E488. E488 is parent of E274. Who is the ancestor 2 of E274? | E410
[copying] UTJSY | UTJSYUTJSYUTJSY
[sorting] 0 0 4 3 3 8 3 3 6 7 6 6 | 0 0 3 3 3 3 4 6 6 6 7 8
[relations] E964 is parent of E532. Who is the ancestor 1 of E532? | E964
[sorting] 9 2 8 4 2 | 2 2 4 8 9
[copying] XX | XXXX
[copying] EW | EWEWEW
[sorting] 8 9 1 6 2 8 8 5 8 2 4 8 | 1 2 2 4 5 6 8 8 8 8 8 9
[sorting] 8 7 3 6 2 2 3 | 2 2 3 3 6 7 8
[relations] E89 is parent of E890. Who is the ancestor 1 of E890? | E89
[copying] ILVUK | ILVUKILVUKILVUKILVUK
[copying] ERD | ERDERDERD
[relations] E323 is parent of E781. Who is the ancestor 1 of E781? | E323
[relations] E46 is parent of E351. E351 is parent of E95. Who is the ancestor 2 of E95? | E46
[copying] BZV | BZVBZVBZVBZV
[relations] E477 is parent of E151. E151 is parent of E574. Who is the ancestor 2 of E574? | E477
[addition] 7 + 36 | 43
[reversing] 6 2 4 1 4 0 5 2 0 5 4 2 | 2 4 5 0 2 5 0 4 1 4 2 6
[addition] 7 + 737 | 744
[copying] MSJHBT | MSJHBTMSJHBT
[copying] WEDHQH | WEDHQHWEDHQH
[relations] E440 is parent of E777. E777 is parent of E581. Who is the ancestor 2 of E581? | E440
[reversing] 2 8 9 4 4 | 4 4 9 8 2
[copying] TGPUO | TGPUOTGPUO
[sorting] 6 6 1 5 9 4 9 8 5 7 | 1 4 5 5 6 6 7 8 9 9
[addition] 111 + 650 | 761
[copying] ISQ | ISQISQISQ
[addition] 182 + 4 | 186
[copying] KDGKOV | KDGKOVKDGKOVKDGKOVKDGKOV
[addition] 92 + 4 | 96
[addition] 42 + 599 | 641
[reversing] 8 5 4 0 1 9 1 5 0 | 0 5 1 9 1 0 4 5 8
[relations] E68 is parent of E310. Who is the ancestor 1 of E310? | E68
[relations] E200 is parent of E291. Who is the ancestor 1 of E291? | E200
[sorting] 9 7 2 1 9 | 1 2 7 9 9
[copying] USQ | USQUSQUSQ
[sorting] 5 4 7 3 2 5 7 0 | 0 2 3 4 5 5 7 7
[relations] E116 is parent of E362. Who is the ancestor 1 of E362? | E116
[relations] E511 is parent of E638. Who is the ancestor 1 of E638? | E511
[addition] 56 + 9 | 65
[sorting] 5 6 7 3 5 2 0 9 0 9 9 | 0 0 2 3 5 5 6 7 9 9 9
[sorting] 7 8 9 8 5 8 1 | 1 5 7 8 8 8 9
[reversing] 6 0 2 0 9 2 5 | 5 2 9 0 2 0 6
[addition] 12514 + 19 | 12533
[reversing] 4 4 5 0 8 | 8 0 5 4 4
[sorting] 5 1 6 4 9 8 1 | 1 1 4 5 6 8 9
[relations] E749 is parent of E935. Who is the ancestor 1 of E935? | E749
[sorting] 5 2 5 5 8 6 6 6 7 8 9 6 | 2 5 5 5 6 6 6 6 7 8 8 9
[addition] 0 + 0 | 0
[sorting] 2 1 4 7 8 8 | 1 2 4 7 8 8
[copying] YQZ | YQZYQZYQZ
[copying] KIZ | KIZKIZKIZ
[reversing] 2 3 6 1 9 1 8 4 | 4 8 1 9 1 6 3 2
[reversing] 6 1 4 3 0 5 | 5 0 3 4 1 6
[sorting] 4 8 6 5 3 4 3 2 9 0 2 | 0 2 2 3 3 4 4 5 6 8 9
[sorting] 8 2 5 4 7 6 7 1 8 0 | 0 1 2 4 5 6 7 7 8 8
[relations] E271 is parent of E429. E429 is parent of E901. Who is the ancestor 2 of E901? | E271
[relations] E170 is parent of E343. Who is the ancestor 1 of E343? | E170
[copying] IJVNL | IJVNLIJVNL
[sorting] 2 2 7 4 3 | 2 2 3 4 7
[addition] 47 + 75 | 122
[reversing] 9 5 9 5 3 2 0 1 4 5 6 4 | 4 6 5 4 1 0 2 3 5 9 5 9
[copying] YCR | YCRYCRYCR
[sorting] 4 3 2 2 1 6 5 3 | 1 2 2 3 3 4 5 6
[reversing] 7 4 8 7 6 6 2 3 | 3 2 6 6 7 8 4 7
[relations] E242 is parent of E112. Who is the ancestor 1 of E112? | E242
[addition] 6 + 49 | 55
[addition] 347 + 62 | 409
[reversing] 0 3 7 4 2 | 2 4 7 3 0
[copying] IN | ININ
[copying] GYWV | GYWVGYWV
[addition] 5 + 329 | 334
[copying] TOZFQG | TOZFQGTOZFQGTOZFQG
[reversing] 5 8 8 7 6 8 5 1 1 | 1 1 5 8 6 7 8 8 5
[relations] E449 is parent of E283. Who is the ancestor 1 of E283? | E449
[relations] E403 is parent of E597. E597 is parent of E784. Who is the ancestor 2 of E784? | E403
[addition] 179 + 8 | 187
[reversing] 4 5 7 2 0 | 0 2 7 5 4
[copying] IMBZK | IMBZKIMBZKIMBZK
[copying] JFYQ | JFYQJFYQJFYQ
[relations] E795 is parent of E10. Who is the ancestor 1 of E10? | E795
[sorting] 0 9 0 8 | 0 0 8 9
[sorting] 3 1 7 4 | 1 3 4 7
[addition] 3 + 904 | 907
[copying] HWLXVN | HWLXVNHWLXVN
[sorting] 9 4 2 4 3 9 8 0 2 | 0 2 2 3 4 4 8 9 9
[sorting] 7 1 1 8 7 7 5 | 1 1 5 7 7 7 8
[sorting] 7 0 2 5 0 6 3 | 0 0 2 3 5 6 7
[relations] E563 is parent of E432. Who is the ancestor 1 of E432? | E563
[relations] E285 is parent of E434. Who is the ancestor 1 of E434? | E285
[copying] MPHTY | MPHTYMPHTYMPHTYMPHTY
[sorting] 5 2 2 3 4 5 | 2 2 3 4 5 5
[sorting] 8 5 8 1 9 3 7 6 6 | 1 3 5 6 6 7 8 8 9
[addition] 899 + 581 | 1480
[copying] FQJ | FQJFQJFQJFQJ
[copying] HQSWLW | HQSWLWHQSWLW
[copying] JOLQQV | JOLQQVJOLQQVJOLQQV
[sorting] 1 7 5 1 8 2 3 0 4 7 1 3 | 0 1 1 1 2 3 3 4 5 7 7 8
[addition] 21 + 685 | 706
[copying] XSVP | XSVPXSVP
[addition] 27 + 40 | 67
[relations] E101 is parent of E168. E168 is parent of E583. Who is the ancestor 2 of E583? | E101
[relations] E331 is parent of E565. Who is the ancestor 1 of E565? | E331
[relations] E617 is parent of E525. E525 is parent of E452. Who is the ancestor 2 of E452? | E617
[sorting] 9 9 6 2 4 8 6 3 9 | 2 3 4 6 6 8 9 9 9
[reversing] 2 9 7 0 8 0 | 0 8 0 7 9 2
[copying] BBBAEV | BBBAEVBBBAEVBBBAEVBBBAEV
[addition] 6 + 348 | 354
[copying] AJQR | AJQRAJQRAJQR
[reversing] 9 2 5 2 6 4 1 2 1 4 5 | 5 4 1 2 1 4 6 2 5 2 9
[reversing] 6 2 0 2 | 2 0 2 6
[reversing] 2 8 7 9 0 3 | 3 0 9 7 8 2
[addition] 5 + 68 | 73
[reversing] 7 9 9 0 4 5 1 2 3 8 3 1 | 1 3 8 3 2 1 5 4 0 9 9 7
[copying] FUGMIL | FUGMILFUGMILFUGMIL
[sorting] 1 5 4 9 2 6 3 7 6 3 1 | 1 1 2 3 3 4 5 6 6 7 9
[sorting] 7 4 7 3 2 3 8 9 2 2 9 | 2 2 2 3 3 4 7 7 8 9 9
[addition] 6 + 328 | 334
[copying] GJOR | GJORGJORGJORGJOR
[reversing] 0 5 8 9 7 9 8 6 4 8 8 | 8 8 4 6 8 9 7 9 8 5 0
[copying] TCQI | TCQITCQITCQITCQI
[sorting] 3 4 9 4 9 8 0 5 | 0 3 4 4 5 8 9 9
[addition] 803 + 218 | 1021
[reversing] 7 7 6 | 6 7 7
[sorting] 3 3 3 9 1 6 6 | 1 3 3 3 6 6 9
[copying] FHTYC | FHTYCFHTYCFHTYC
[copying] YRJI | YRJIYRJI
[addition] 759 + 4 | 763
[reversing] 1 9 1 4 8 5 1 | 1 5 8 4 1 9 1
[relations] E552 is parent of E503. E503 is parent of E341. Who is the ancestor 2 of E341? | E552
[addition] 907 + 88 | 995
[addition] 80 + 8 | 88
[sorting] 7 6 0 9 | 0 6 7 9
[sorting] 1 7 2 7 3 0 4 5 9 0 9 5 | 0 0 1 2 3 4 5 5 7 7 9 9
[copying] PRFD | PRFDPRFD
[copying] KBSPMO | KBSPMOKBSPMOKBSPMO
[relations] E607 is parent of E78. Who is the ancestor 1 of E78? | E607
[sorting] 5 1 4 5 3 0 6 | 0 1 3 4 5 5 6
[reversing] 9 9 8 | 8 9 9
[copying] IHB | IHBIHBIHBIHB
[reversing] 0 6 8 | 8 6 0
[addition] 1 + 623 | 624
[addition] 815 + 48 | 863
[reversing] 9 9 7 1 6 9 8 | 8 9 6 1 7 9 9
[copying] ZE | ZEZE
[reversing] 6 3 2 0 6 | 6 0 2 3 6
[addition] 761 + 7 | 768
[reversing] 1 9 4 | 4 9 1
[relations] E357 is parent of E500. Who is the ancestor 1 of E500? | E357
[sorting] 1 3 4 3 9 2 7 0 8 6 | 0 1 2 3 3 4 6 7 8 9
[relations] E908 is parent of E120. E120 is parent of E398. Who is the ancestor 2 of E398? | E908
[relations] E148 is parent of E962. E962 is parent of E760. Who is the ancestor 2 of E760? | E148
[relations] E49 is parent of E397. Who is the ancestor 1 of E397? | E49
[reversing] 6 8 8 9 3 9 4 8 7 9 1 | 1 9 7 8 4 9 3 9 8 8 6
[sorting] 9 5 6 7 8 | 5 6 7 8 9
[addition] 3 + 95 | 98
[reversing] 6 9 8 0 9 7 4 0 8 3 3 | 3 3 8 0 4 7 9 0 8 9 6
[sorting] 6 6 4 2 0 | 0 2 4 6 6
[sorting] 5 2 0 3 5 5 | 0 2 3 5 5 5
[reversing] 7 2 4 4 7 8 7 8 5 | 5 8 7 8 7 4 4 2 7
[addition] 73 + 59 | 132
[copying] ODQKT | ODQKTODQKTODQKT
[addition] 75 + 4 | 79
[sorting] 4 4 4 1 7 9 7 0 7 | 0 1 4 4 4 7 7 7 9
[relations] E314 is parent of E241. E241 is parent of E27. Who is the ancestor 2 of E27? | E314
[addition] 439 + 1 | 440
[sorting] 2 3 2 3 2 6 8 0 5 7 | 0 2 2 2 3 3 5 6 7 8
[relations] E786 is parent of E905. Who is the ancestor 1 of E905? | E786
[relations] E999 is parent of E574. Who is the ancestor 1 of E574? | E999
[sorting] 2 2 0 3 5 6 6 9 6 2 | 0 2 2 2 3 5 6 6 6 9
[reversing] 4 1 5 9 6 5 2 7 5 0 1 | 1 0 5 7 2 5 6 9 5 1 4
[reversing] 9 5 0 0 0 0 4 | 4 0 0 0 0 5 9
[sorting] 8 4 9 5 3 9 | 3 4 5 8 9 9
[copying] CTE | CTECTE
[sorting] 4 8 3 3 6 2 4 3 9 | 2 3 3 3 4 4 6 8 9
[relations] E973 is parent of E208. E208 is parent of E759. Who is the ancestor 2 of E759? | E973
[relations] E982 is parent of E957. E957 is parent of E849. Who is the ancestor 2 of E849? | E982
[copying] JBVBC | JBVBCJBVBCJBVBCJBVBC
[relations] E784 is parent of E499. Who is the ancestor 1 of E499? | E784
[relations] E966 is parent of E613. Who is the ancestor 1 of E613? | E966
[sorting] 1 1 8 4 4 8 4 5 7 4 0 4 | 0 1 1 4 4 4 4 4 5 7 8 8
[relations] E847 is parent of E857. Who is the ancestor 1 of E857? | E847
[reversing] 6 7 8 9 | 9 8 7 6
[sorting] 2 0 7 9 4 4 8 3 0 | 0 0 2 3 4 4 7 8 9
[copying] FIXHI | FIXHIFIXHI
[relations] E138 is parent of E759. Who is the ancestor 1 of E759? | E138
[copying] FCEE | FCEEFCEEFCEEFCEE
[sorting] 9 2 0 1 | 0 1 2 9
[reversing] 0 2 9 2 2 6 4 0 1 3 | 3 1 0 4 6 2 2 9 2 0
[addition] 827 + 123 | 950
[reversing] 9 3 1 4 0 5 7 4 5 6 | 6 5 4 7 5 0 4 1 3 9
[relations] E783 is parent of E630. Who is the ancestor 1 of E630? | E783
[addition] 585 + 78 | 663
[relations] E354 is parent of E83. E83 is parent of E813. Who is the ancestor 2 of E813? | E354
[reversing] 0 4 9 5 2 5 9 6 5 | 5 6 9 5 2 5 9 4 0
[copying] EKM | EKMEKM
[copying] WLV | WLVWLV
[relations] E704 is parent of E884. Who is the ancestor 1 of E884? | E704
[relations] E421 is parent of E825. Who is the ancestor 1 of E825? | E421
[reversing] 9 5 9 8 4 9 0 9 0 2 7 | 7 2 0 9 0 9 4 8 9 5 9
[reversing] 4 8 2 | 2 8 4
[addition] 3 + 94 | 97
[addition] 508 + 60 | 568
[sorting] 5 5 3 2 5 0 6 4 4 1 1 | 0 1 1 2 3 4 4 5 5 5 6
[reversing] 1 8 8 1 0 4 8 9 | 9 8 4 0 1 8 8 1
[addition] 807 + 4 | 811
[sorting] 9 3 6 2 2 9 6 | 2 2 3 6 6 9 9
[reversing] 5 4 8 5 | 5 8 4 5
[reversing] 3 7 1 6 4 | 4 6 1 7 3
[reversing] 1 1 5 8 7 1 8 | 8 1 7 8 5 1 1
[reversing] 5 6 7 1 6 | 6 1 7 6 5
[reversing] 8 6 5 2 2 5 5 9 0 8 | 8 0 9 5 5 2 2 5 6 8
[addition] 9 + 69 | 78
[addition] 850 + 3 | 853
[relations] E289 is parent of E877. E877 is parent of E954. Who is the ancestor 2 of E954? | E289
[copying] TPE | TPETPETPETPE
[reversing] 1 8 4 9 9 | 9 9 4 8 1
[copying] XGQAAC | XGQAACXGQAAC
[copying] BPJWF | BPJWFBPJWFBPJWFBPJWF
[relations] E893 is parent of E377. Who is the ancestor 1 of E377? | E893
[copying] FZE | FZEFZE
[sorting] 1 8 5 5 | 1 5 5 8
[addition] 725 + 8 | 733
[relations] E469 is parent of E972. E972 is parent of E329. Who is the ancestor 2 of E329? | E469
[reversing] 7 1 5 | 5 1 7
[reversing] 6 3 2 5 6 7 2 5 2 8 4 1 | 1 4 8 2 5 2 7 6 5 2 3 6
[addition] 826 + 265 | 1091
[addition] 37 + 99 | 136
[sorting] 5 9 1 7 3 | 1 3 5 7 9
[reversing] 6 1 0 0 7 3 | 3 7 0 0 1 6
[reversing] 7 9 0 | 0 9 7
[addition] 8 + 56342 | 56350
[copying] FR | FRFRFRFR
[relations] E837 is parent of E487. E487 is parent of E629. Who is the ancestor 2 of E629? | E837
[copying] QI | QIQI
[sorting] 2 6 7 3 0 4 2 0 8 | 0 0 2 2 3 4 6 7 8
[sorting] 1 4 8 3 3 9 3 7 2 | 1 2 3 3 3 4 7 8 9
[addition] 45 + 0 | 45
[addition] 52 + 5 | 57
[sorting] 8 7 7 0 | 0 7 7 8
[relations] E208 is parent of E27. E27 is parent of E565. Who is the ancestor 2 of E565? | E208
[relations] E5 is parent of E428. E428 is parent of E916. Who is the ancestor 2 of E916? | E5
[addition] 394 + 720 | 1114
[copying] GXFYD | GXFYDGXFYDGXFYDGXFYD
[relations] E134 is parent of E115. E115 is parent of E638. Who is the ancestor 2 of E638? | E134
[copying] MPR | MPRMPRMPRMPR
[copying] IOHGQ | IOHGQIOHGQIOHGQ
[relations] E636 is parent of E737. E737 is parent of E620. Who is the ancestor 2 of E620? | E636
[copying] JID | JIDJID
[relations] E129 is parent of E350. Who is the ancestor 1 of E350? | E129
[addition] 3 + 967 | 970
[sorting] 4 3 7 7 7 7 5 | 3 4 5 7 7 7 7
[copying] MG | MGMGMGMG
[copying] RWXVT | RWXVTRWXVTRWXVTRWXVT
[sorting] 3 8 9 0 7 4 | 0 3 4 7 8 9
[reversing] 9 8 4 1 7 | 7 1 4 8 9
[addition] 9 + 52 | 61
[reversing] 0 4 2 2 5 3 | 3 5 2 2 4 0
[addition] 6 + 29 | 35
[copying] YB | YBYB
[addition] 703 + 6 | 709
[copying] KM | KMKM
[reversing] 0 7 4 7 8 2 | 2 8 7 4 7 0
[addition] 272 + 94 | 366
[relations] E515 is parent of E107. Who is the ancestor 1 of E107? | E515
[addition] 882 + 42420 | 43302
[sorting] 2 1 0 5 6 1 9 7 6 | 0 1 1 2 5 6 6 7 9
[sorting] 0 7 5 0 9 8 2 | 0 0 2 5 7 8 9
[relations] E500 is parent of E935. Who is the ancestor 1 of E935? | E500
[addition] 3 + 24 | 27
[copying] GZ | GZGZGZ
[sorting] 3 1 6 8 5 6 9 9 | 1 3 5 6 6 8 9 9
[reversing] 8 7 8 2 7 | 7 2 8 7 8
[addition] 21 + 448 | 469
[reversing] 6 5 5 8 0 3 | 3 0 8 5 5 6
[copying] EKUZFQ | EKUZFQEKUZFQEKUZFQEKUZFQ
[reversing] 3 1 5 6 1 2 2 1 4 1 | 1 4 1 2 2 1 6 5 1 3
[reversing] 9 3 3 8 | 8 3 3 9
[copying] HZHRI | HZHRIHZHRIHZHRIHZHRI
[copying] DPPAEI | DPPAEIDPPAEI
[reversing] 3 1 5 2 1 1 9 8 4 9 | 9 4 8 9 1 1 2 5 1 3
[sorting] 7 4 8 7 6 9 9 8 9 1 1 9 | 1 1 4 6 7 7 8 8 9 9 9 9
[reversing] 3 9 8 8 5 5 | 5 5 8 8 9 3
[relations] E296 is parent of E183. E183 is parent of E77. Who is the ancestor 2 of E77? | E296
[reversing] 4 2 3 7 | 7 3 2 4
[sorting] 6 4 3 8 7 9 9 6 9 7 9 2 | 2 3 4 6 6 7 7 8 9 9 9 9
[reversing] 6 0 5 4 1 2 | 2 1 4 5 0 6
[relations] E895 is parent of E542. E542 is parent of E356. Who is the ancestor 2 of E356? | E895
[addition] 5200 + 9145 | 14345
[reversing] 8 9 4 5 6 8 4 1 3 0 4 5 | 5 4 0 3 1 4 8 6 5 4 9 8
[reversing] 4 6 6 9 5 9 2 0 9 8 7 | 7 8 9 0 2 9 5 9 6 6 4
[addition] 6 + 27 | 33
[reversing] 3 1 6 7 9 1 8 | 8 1 9 7 6 1 3
[reversing] 9 5 6 3 2 2 6 | 6 2 2 3 6 5 9
[relations] E883 is parent of E875. Who is the ancestor 1 of E875? | E883
[sorting] 8 4 4 8 1 9 3 1 | 1 1 3 4 4 8 8 9
[copying] KRO | KROKRO
[copying] VQLGZ | VQLGZVQLGZVQLGZVQLGZ
[reversing] 2 4 5 5 4 3 4 0 | 0 4 3 4 5 5 4 2
[copying] CD | CDCDCDCD
[relations] E702 is parent of E663. Who is the ancestor 1 of E663? | E702
[sorting] 7 3 9 4 | 3 4 7 9
[relations] E29 is parent of E732. E732 is parent of E502. Who is the ancestor 2 of E502? | E29
[addition] 0 + 192 | 192
[sorting] 5 8 8 9 1 4 9 0 2 | 0 1 2 4 5 8 8 9 9
[addition] 152 + 6 | 158
[copying] OHVLXC | OHVLXCOHVLXCOHVLXCOHVLXC
[relations] E668 is parent of E314. E314 is parent of E619. Who is the ancestor 2 of E619? | E668
[sorting] 2 0 1 6 0 0 1 7 | 0 0 0 1 1 2 6 7
[relations] E109 is parent of E295. E295 is parent of E168. Who is the ancestor 2 of E168? | E109
[reversing] 4 4 6 4 4 4 2 2 8 | 8 2 2 4 4 4 6 4 4
[copying] SGGMFX | SGGMFXSGGMFX
[reversing] 5 6 0 8 3 0 2 1 0 7 2 | 2 7 0 1 2 0 3 8 0 6 5
[reversing] 0 7 3 9 0 7 | 7 0 9 3 7 0
[reversing] 2 9 6 9 7 9 1 1 3 5 6 | 6 5 3 1 1 9 7 9 6 9 2
[relations] E705 is parent of E124. E124 is parent of E224. Who is the ancestor 2 of E224? | E705
[addition] 3 + 136 | 139
[sorting] 2 4 7 4 4 0 | 0 2 4 4 4 7
[sorting] 1 9 3 1 6 8 | 1 1 3 6 8 9
[reversing] 7 0 8 2 8 6 5 9 4 | 4 9 5 6 8 2 8 0 7
[addition] 737 + 7 | 744
[addition] 69 + 209 | 278
[relations] E572 is parent of E433. E433 is parent of E805. Who is the ancestor 2 of E805? | E572
[sorting] 1 0 2 0 6 1 9 | 0 0 1 1 2 6 9
[sorting] 8 7 3 6 3 4 1 8 0 8 7 8 | 0 1 3 3 4 6 7 7 8 8 8 8
[relations] E633 is parent of E663. Who is the ancestor 1 of E663? | E633
[addition] 52 + 21 | 73
[relations] E793 is parent of E719. Who is the ancestor 1 of E719? | E793
[reversing] 3 6 0 | 0 6 3
[addition] 1 + 974 | 975
[sorting] 1 6 9 4 4 3 3 7 | 1 3 3 4 4 6 7 9
[reversing] 4 1 1 0 7 0 1 1 | 1 1 0 7 0 1 1 4
[reversing] 3 5 7 2 8 0 | 0 8 2 7 5 3
[copying] UZVIW | UZVIWUZVIWUZVIW
[relations] E530 is parent of E478. E478 is parent of E579. Who is the ancestor 2 of E579? | E530
[addition] 3 + 5 | 8
[copying] BHISER | BHISERBHISER
[sorting] 4 2 0 7 6 6 4 5 2 6 9 7 | 0 2 2 4 4 5 6 6 6 7 7 9
[sorting] 6 3 4 3 5 1 5 1 7 | 1 1 3 3 4 5 5 6 7
[copying] XOJSK | XOJSKXOJSKXOJSK
[addition] 13 + 8 | 21
[relations] E529 is parent of E294. E294 is parent of E259. Who is the ancestor 2 of E259? | E529
[sorting] 5 7 7 3 | 3 5 7 7
[reversing] 1 8 2 6 3 4 6 2 | 2 6 4 3 6 2 8 1
[reversing] 5 2 4 6 5 7 3 2 7 3 7 | 7 3 7 2 3 7 5 6 4 2 5
[addition] 1 + 345 | 346
[reversing] 7 6 0 3 7 5 0 2 5 | 5 2 0 5 7 3 0 6 7
[relations] E475 is parent of E584. E584 is parent of E713. Who is the ancestor 2 of E713? | E475
[relations] E697 is parent of E163. E163 is parent of E27. Who is the ancestor 2 of E27? | E697
[relations] E310 is parent of E969. Who is the ancestor 1 of E969? | E310
[sorting] 5 4 9 5 9 1 0 5 | 0 1 4 5 5 5 9 9
[addition] 84 + 3 | 87
[addition] 2 + 437 | 439
[copying] WYIL | WYILWYILWYIL
[addition] 5 + 33 | 38
[copying] WTL | WTLWTL
[copying] YPTRL | YPTRLYPTRL
[copying] CY | CYCY
[copying] EY | EYEY
[addition] 22445 + 57 | 22502
[copying] YCUMYH | YCUMYHYCUMYHYCUMYH
[reversing] 3 6 7 3 4 | 4 3 7 6 3
[sorting] 5 4 0 4 3 1 | 0 1 3 4 4 5
[sorting] 5 1 6 7 8 5 9 7 8 4 3 8 | 1 3 4 5 5 6 7 7 8 8 8 9
[relations] E238 is parent of E533. E533 is parent of E610. Who is the ancestor 2 of E610? | E238
[copying] HJ | HJHJ
[reversing] 2 8 4 4 5 | 5 4 4 8 2
[sorting] 5 6 4 5 0 | 0 4 5 5 6
[copying] PNXE | PNXEPNXE
[reversing] 0 7 3 8 5 4 4 3 | 3 4 4 5 8 3 7 0
[relations] E795 is parent of E947. Who is the ancestor 1 of E947? | E795
[copying] WD | WDWD
[reversing] 6 5 9 6 5 | 5 6 9 5 6
[copying] MVNUFH | MVNUFHMVNUFH
[relations] E817 is parent of E63. Who is the ancestor 1 of E63? | E817
[addition] 303 + 8 | 311
[copying] HG | HGHG
[sorting] 6 8 1 3 3 5 5 4 | 1 3 3 4 5 5 6 8
[relations] E567 is parent of E857. Who is the ancestor 1 of E857? | E567
[copying] SUSQAW | SUSQAWSUSQAWSUSQAW
[addition] 799 + 505 | 1304
[addition] 5 + 438 | 443
[relations] E794 is parent of E359. Who is the ancestor 1 of E359? | E794
[reversing] 5 9 8 6 4 | 4 6 8 9 5
[sorting] 7 8 0 4 5 5 | 0 4 5 5 7 8
[sorting] 0 2 7 9 3 9 6 5 4 9 3 | 0 2 3 3 4 5 6 7 9 9 9
[addition] 9 + 9 | 18
[relations] E288 is parent of E998. Who is the ancestor 1 of E998? | E288
[copying] SXDQ | SXDQSXDQSXDQ
[reversing] 9 5 8 | 8 5 9
[copying] ZFJ | ZFJZFJ
[addition] 9 + 74869 | 74878
[addition] 591 + 43 | 634
[relations] E93 is parent of E412. Who is the ancestor 1 of E412? | E93
[reversing] 5 3 5 0 1 8 6 0 1 9 | 9 1 0 6 8 1 0 5 3 5
[copying] RP | RPRPRP
[relations] E606 is parent of E154. E154 is parent of E887. Who is the ancestor 2 of E887? | E606
[reversing] 2 5 0 2 9 4 8 0 | 0 8 4 9 2 0 5 2
[addition] 34 + 28 | 62
[reversing] 2 2 9 5 | 5 9 2 2
[reversing] 5 7 1 | 1 7 5
[addition] 10 + 5 | 15
[relations] E198 is parent of E942. E942 is parent of E481. Who is the ancestor 2 of E481? | E198
[copying] ZDXHWJ | ZDXHWJZDXHWJZDXHWJ
[copying] YZE | YZEYZEYZE
[sorting] 9 7 1 3 9 | 1 3 7 9 9
[relations] E771 is parent of E833. E833 is parent of E636. Who is the ancestor 2 of E636? | E771
[reversing] 3 5 6 2 1 1 4 8 0 | 0 8 4 1 1 2 6 5 3
[copying] CER | CERCERCERCER
[addition] 65 + 146 | 211
[reversing] 6 7 7 5 0 3 2 1 1 | 1 1 2 3 0 5 7 7 6
[addition] 29 + 77 | 106
[sorting] 8 7 3 9 9 7 3 6 | 3 3 6 7 7 8 9 9
[sorting] 9 0 2 7 3 0 6 3 | 0 0 2 3 3 6 7 9
[copying] RML | RMLRMLRMLRML
[copying] CRWB | CRWBCRWB
[copying] UKB | UKBUKB
[sorting] 5 9 4 8 | 4 5 8 9
[copying] CYTGQQ | CYTGQQCYTGQQCYTGQQCYTGQQ
[relations] E823 is parent of E528. E528 is parent of E995. Who is the ancestor 2 of E995? | E823
[relations] E782 is parent of E517. Who is the ancestor 1 of E517? | E782
[copying] IJ | IJIJ
[addition] 24 + 565 | 589
[sorting] 7 4 9 0 6 1 | 0 1 4 6 7 9
[addition] 116 + 63 | 179
[reversing] 6 3 4 2 | 2 4 3 6
[sorting] 7 7 4 7 5 2 7 9 | 2 4 5 7 7 7 7 9
[reversing] 6 9 8 1 5 0 3 7 6 0 3 7 | 7 3 0 6 7 3 0 5 1 8 9 6
[reversing] 9 4 7 3 9 3 0 0 | 0 0 3 9 3 7 4 9
[relations] E549 is parent of E657. E657 is parent of E229. Who is the ancestor 2 of E229? | E549
[copying] LSY | LSYLSYLSYLSY
[reversing] 3 4 6 0 9 4 2 | 2 4 9 0 6 4 3
[reversing] 6 7 7 3 8 1 0 8 7 7 8 2 | 2 8 7 7 8 0 1 8 3 7 7 6
[copying] SW | SWSWSWSW
[relations] E351 is parent of E950. E950 is parent of E465. Who is the ancestor 2 of E465? | E351
[copying] HUZJ | HUZJHUZJ
[addition] 3 + 1 | 4
[addition] 31 + 945 | 976
[addition] 23 + 2 | 25
[sorting] 5 5 3 4 | 3 4 5 5
[sorting] 9 6 5 2 0 8 9 6 | 0 2 5 6 6 8 9 9
[addition] 16 + 92 | 108
[addition] 76 + 4 | 80
[copying] MFWTW | MFWTWMFWTWMFWTW
[addition] 82 + 439 | 521
[copying] DNGB | DNGBDNGB
[relations] E294 is parent of E837. E837 is parent of E933. Who is the ancestor 2 of E933? | E294
[sorting] 7 0 2 8 9 2 5 | 0 2 2 5 7 8 9
[copying] VGE | VGEVGE
[copying] WIRHMA | WIRHMAWIRHMAWIRHMA
[copying] EYVX | EYVXEYVX
[sorting] 4 2 2 6 7 0 1 3 3 0 2 | 0 0 1 2 2 2 3 3 4 6 7
[reversing] 1 3 6 7 0 2 1 8 6 | 6 8 1 2 0 7 6 3 1
[sorting] 8 6 2 3 1 7 6 | 1 2 3 6 6 7 8
[relations] E943 is parent of E507. E507 is parent of E440. Who is the ancestor 2 of E440? | E943
[addition] 74 + 6 | 80
[reversing] 8 5 7 4 8 | 8 4 7 5 8
[addition] 2256 + 616 | 2872
[relations] E539 is parent of E991. E991 is parent of E921. Who is the ancestor 2 of E921? | E539
[copying] VGBA | VGBAVGBA
